date,region,week_of_year,year,google_trends_grippe,google_trends_vaccin,google_trends_symptomes,google_trends_grippe_zscore,google_trends_vaccin_zscore,google_trends_symptomes_zscore,wiki_grippe_views,wiki_vaccination_views,wiki_grippe_views_zscore,wiki_vaccination_views_zscore,urgences_grippe,cas_sentinelles,ias_syndrome_grippal,taux_vaccination,population_totale,pct_65_plus,temperature,humidity,month,is_winter,is_autumn,urgences_grippe_lag1,urgences_grippe_lag2,urgences_grippe_lag3,urgences_grippe_lag4,urgences_grippe_lag8,urgences_grippe_lag12,cas_sentinelles_lag1,cas_sentinelles_lag2,cas_sentinelles_lag3,cas_sentinelles_lag4,cas_sentinelles_lag8,cas_sentinelles_lag12,ias_syndrome_grippal_lag1,ias_syndrome_grippal_lag2,ias_syndrome_grippal_lag3,ias_syndrome_grippal_lag4,ias_syndrome_grippal_lag8,ias_syndrome_grippal_lag12,wiki_grippe_views_lag1,wiki_grippe_views_lag2,wiki_grippe_views_lag3,wiki_grippe_views_lag4,wiki_grippe_views_lag8,wiki_grippe_views_lag12,wiki_vaccination_views_lag1,wiki_vaccination_views_lag2,wiki_vaccination_views_lag3,wiki_vaccination_views_lag4,wiki_vaccination_views_lag8,wiki_vaccination_views_lag12,urgences_grippe_ma3,urgences_grippe_ma4,urgences_grippe_ma8,cas_sentinelles_ma3,cas_sentinelles_ma4,cas_sentinelles_ma8,ias_syndrome_grippal_ma3,ias_syndrome_grippal_ma4,ias_syndrome_grippal_ma8,wiki_grippe_views_ma3,wiki_grippe_views_ma4,wiki_grippe_views_ma8,wiki_vaccination_views_ma3,wiki_vaccination_views_ma4,wiki_vaccination_views_ma8,urgences_per_100k,sentinelles_per_100k,temp_cold,temp_mild,temp_warm,humidity_high,flurisk,urgences_grippe_j7,urgences_grippe_j14,urgences_grippe_j21,urgences_grippe_j28,pred_urgences_grippe_j7,pred_urgences_grippe_j14,pred_urgences_grippe_j21,pred_urgences_grippe_j28
2023-01-02,Auvergne-Rhône-Alpes,1,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,8000000,19.2,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,35.655,0.0,0.0,0.0,0.0,0.0,0.0,0.08053571428571431,0.053
2023-01-09,Auvergne-Rhône-Alpes,2,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,8000000,19.2,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,35.655,0.0,0.0,0.0,0.0,0.0,0.0,0.08053571428571431,0.053
2023-01-16,Auvergne-Rhône-Alpes,3,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,8000000,19.2,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,35.655,0.0,0.0,0.0,0.0,0.0,0.0,0.08053571428571431,0.053
2023-01-23,Auvergne-Rhône-Alpes,4,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,8000000,19.2,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,35.655,0.0,0.0,0.0,0.0,0.0,0.0,0.08053571428571431,0.053
2023-01-30,Auvergne-Rhône-Alpes,5,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,8000000,19.2,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,35.655,0.0,0.0,0.0,0.0,0.0,0.0,0.08053571428571431,0.053
2023-02-06,Auvergne-Rhône-Alpes,6,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,8000000,19.2,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,35.655,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.24872619047619046
2023-02-13,Auvergne-Rhône-Alpes,7,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,8000000,19.2,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,35.655,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.24872619047619046
2023-02-20,Auvergne-Rhône-Alpes,8,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,8000000,19.2,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,35.655,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.24872619047619046
2023-02-27,Auvergne-Rhône-Alpes,9,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,8000000,19.2,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,35.655,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.24872619047619046
2023-03-06,Auvergne-Rhône-Alpes,10,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,8000000,19.2,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,35.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
